name,location,city,state,start_date,end_date,course,sanctioning_body,meet_type,lanes,indoor
NE CRIM FROSTY FRENZY,WPI,Worcester,MA,2025-12-12,2025-12-14,scy,USA Swimming,Invitational,10,TRUE
